#>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
# [SECTION REPORT EMERGING UPBOUND PARTICLES DISTRIBUTION]
# Units are particles/(eV history)
# Energy window (eV), energy bins:
#  3.00000E+04  4.01000E+04   200
#
# Energy (eV) :     e-     : +-2sigma :   photons  : +-2sigma :     e+     : +-2sigma :
   3.50752E+04  0.00000E+00  0.000E+00  1.08871E-06  1.857E-08  0.00000E+00  0.000E+00
   3.51258E+04  0.00000E+00  0.000E+00  1.13030E-06  1.892E-08  0.00000E+00  0.000E+00
   3.51762E+04  0.00000E+00  0.000E+00  1.11073E-06  1.876E-08  0.00000E+00  0.000E+00
   3.52268E+04  0.00000E+00  0.000E+00  1.13537E-06  1.897E-08  0.00000E+00  0.000E+00
   3.52772E+04  0.00000E+00  0.000E+00  1.12966E-06  1.892E-08  0.00000E+00  0.000E+00
   3.53278E+04  0.00000E+00  0.000E+00  1.13465E-06  1.896E-08  0.00000E+00  0.000E+00
   3.53782E+04  0.00000E+00  0.000E+00  1.13331E-06  1.895E-08  0.00000E+00  0.000E+00
   3.54288E+04  0.00000E+00  0.000E+00  1.16103E-06  1.918E-08  0.00000E+00  0.000E+00
   3.54792E+04  0.00000E+00  0.000E+00  1.16127E-06  1.918E-08  0.00000E+00  0.000E+00
   3.55298E+04  0.00000E+00  0.000E+00  1.15343E-06  1.912E-08  0.00000E+00  0.000E+00
   3.55802E+04  0.00000E+00  0.000E+00  1.15620E-06  1.914E-08  0.00000E+00  0.000E+00
   3.56308E+04  0.00000E+00  0.000E+00  1.17180E-06  1.927E-08  0.00000E+00  0.000E+00
   3.56812E+04  0.00000E+00  0.000E+00  1.13838E-06  1.899E-08  0.00000E+00  0.000E+00
   3.57318E+04  0.00000E+00  0.000E+00  1.14337E-06  1.903E-08  0.00000E+00  0.000E+00
   3.57822E+04  0.00000E+00  0.000E+00  1.14432E-06  1.904E-08  0.00000E+00  0.000E+00
   3.58328E+04  0.00000E+00  0.000E+00  1.13291E-06  1.895E-08  0.00000E+00  0.000E+00
   3.58832E+04  0.00000E+00  0.000E+00  1.11683E-06  1.881E-08  0.00000E+00  0.000E+00
   3.59338E+04  0.00000E+00  0.000E+00  1.09695E-06  1.864E-08  0.00000E+00  0.000E+00
   3.59842E+04  0.00000E+00  0.000E+00  1.08523E-06  1.854E-08  0.00000E+00  0.000E+00
   3.60348E+04  0.00000E+00  0.000E+00  1.07857E-06  1.849E-08  0.00000E+00  0.000E+00
   3.60852E+04  0.00000E+00  0.000E+00  1.07572E-06  1.846E-08  0.00000E+00  0.000E+00
   3.61358E+04  0.00000E+00  0.000E+00  1.03335E-06  1.809E-08  0.00000E+00  0.000E+00
   3.61862E+04  0.00000E+00  0.000E+00  1.03446E-06  1.810E-08  0.00000E+00  0.000E+00
   3.62368E+04  0.00000E+00  0.000E+00  1.01109E-06  1.790E-08  0.00000E+00  0.000E+00
   3.62872E+04  0.00000E+00  0.000E+00  9.88594E-07  1.770E-08  0.00000E+00  0.000E+00
   3.63378E+04  0.00000E+00  0.000E+00  9.76396E-07  1.759E-08  0.00000E+00  0.000E+00
   3.63882E+04  0.00000E+00  0.000E+00  9.62218E-07  1.746E-08  0.00000E+00  0.000E+00
   3.64388E+04  0.00000E+00  0.000E+00  9.32356E-07  1.719E-08  0.00000E+00  0.000E+00
   3.64892E+04  0.00000E+00  0.000E+00  8.98931E-07  1.688E-08  0.00000E+00  0.000E+00
   3.65398E+04  0.00000E+00  0.000E+00  8.88475E-07  1.678E-08  0.00000E+00  0.000E+00
   3.65902E+04  0.00000E+00  0.000E+00  8.51089E-07  1.642E-08  0.00000E+00  0.000E+00
   3.66408E+04  0.00000E+00  0.000E+00  8.24079E-07  1.616E-08  0.00000E+00  0.000E+00
   3.66912E+04  0.00000E+00  0.000E+00  7.94297E-07  1.586E-08  0.00000E+00  0.000E+00
   3.67418E+04  0.00000E+00  0.000E+00  7.86218E-07  1.578E-08  0.00000E+00  0.000E+00
   3.67922E+04  0.00000E+00  0.000E+00  7.47327E-07  1.539E-08  0.00000E+00  0.000E+00
   3.68428E+04  0.00000E+00  0.000E+00  7.42178E-07  1.533E-08  0.00000E+00  0.000E+00
   3.68932E+04  0.00000E+00  0.000E+00  6.90218E-07  1.479E-08  0.00000E+00  0.000E+00
   3.69438E+04  0.00000E+00  0.000E+00  6.76515E-07  1.464E-08  0.00000E+00  0.000E+00
   3.69942E+04  0.00000E+00  0.000E+00  6.52198E-07  1.437E-08  0.00000E+00  0.000E+00
   3.70448E+04  0.00000E+00  0.000E+00  6.16475E-07  1.398E-08  0.00000E+00  0.000E+00
   3.70952E+04  0.00000E+00  0.000E+00  5.85743E-07  1.362E-08  0.00000E+00  0.000E+00
   3.71458E+04  0.00000E+00  0.000E+00  5.61584E-07  1.334E-08  0.00000E+00  0.000E+00
   3.71962E+04  0.00000E+00  0.000E+00  5.44475E-07  1.313E-08  0.00000E+00  0.000E+00
   3.72468E+04  0.00000E+00  0.000E+00  5.00040E-07  1.259E-08  0.00000E+00  0.000E+00
   3.72972E+04  0.00000E+00  0.000E+00  4.97188E-07  1.255E-08  0.00000E+00  0.000E+00
   3.73478E+04  0.00000E+00  0.000E+00  4.67960E-07  1.218E-08  0.00000E+00  0.000E+00
   3.73982E+04  0.00000E+00  0.000E+00  4.40317E-07  1.181E-08  0.00000E+00  0.000E+00
   3.74488E+04  0.00000E+00  0.000E+00  4.18535E-07  1.152E-08  0.00000E+00  0.000E+00
   3.74992E+04  0.00000E+00  0.000E+00  4.07287E-07  1.136E-08  0.00000E+00  0.000E+00
   3.75498E+04  0.00000E+00  0.000E+00  3.86218E-07  1.106E-08  0.00000E+00  0.000E+00
   3.76002E+04  0.00000E+00  0.000E+00  3.65861E-07  1.077E-08  0.00000E+00  0.000E+00
   3.76508E+04  0.00000E+00  0.000E+00  3.40040E-07  1.038E-08  0.00000E+00  0.000E+00
   3.77012E+04  0.00000E+00  0.000E+00  3.33624E-07  1.028E-08  0.00000E+00  0.000E+00
   3.77518E+04  0.00000E+00  0.000E+00  3.10812E-07  9.923E-09  0.00000E+00  0.000E+00
   3.78022E+04  0.00000E+00  0.000E+00  2.98139E-07  9.719E-09  0.00000E+00  0.000E+00
   3.78528E+04  0.00000E+00  0.000E+00  2.83248E-07  9.473E-09  0.00000E+00  0.000E+00
   3.79032E+04  0.00000E+00  0.000E+00  2.66376E-07  9.187E-09  0.00000E+00  0.000E+00
   3.79538E+04  0.00000E+00  0.000E+00  2.57505E-07  9.032E-09  0.00000E+00  0.000E+00
   3.80042E+04  0.00000E+00  0.000E+00  2.43564E-07  8.785E-09  0.00000E+00  0.000E+00
   3.80548E+04  0.00000E+00  0.000E+00  2.32079E-07  8.575E-09  0.00000E+00  0.000E+00
   3.81052E+04  0.00000E+00  0.000E+00  2.20752E-07  8.363E-09  0.00000E+00  0.000E+00
   3.81558E+04  0.00000E+00  0.000E+00  2.16871E-07  8.289E-09  0.00000E+00  0.000E+00
   3.82062E+04  0.00000E+00  0.000E+00  2.05149E-07  8.062E-09  0.00000E+00  0.000E+00
   3.82568E+04  0.00000E+00  0.000E+00  1.92634E-07  7.812E-09  0.00000E+00  0.000E+00
   3.83072E+04  0.00000E+00  0.000E+00  1.88752E-07  7.733E-09  0.00000E+00  0.000E+00
   3.83578E+04  0.00000E+00  0.000E+00  1.76158E-07  7.471E-09  0.00000E+00  0.000E+00
   3.84082E+04  0.00000E+00  0.000E+00  1.71485E-07  7.371E-09  0.00000E+00  0.000E+00
   3.84588E+04  0.00000E+00  0.000E+00  1.55485E-07  7.019E-09  0.00000E+00  0.000E+00
   3.85092E+04  0.00000E+00  0.000E+00  1.55327E-07  7.015E-09  0.00000E+00  0.000E+00
   3.85598E+04  0.00000E+00  0.000E+00  1.47010E-07  6.825E-09  0.00000E+00  0.000E+00
   3.86102E+04  0.00000E+00  0.000E+00  1.48515E-07  6.860E-09  0.00000E+00  0.000E+00
   3.86608E+04  0.00000E+00  0.000E+00  1.38931E-07  6.635E-09  0.00000E+00  0.000E+00
   3.87112E+04  0.00000E+00  0.000E+00  1.36079E-07  6.566E-09  0.00000E+00  0.000E+00
