#>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
# [SECTION REPORT EMERGING ANGULAR PARTICLES DISTRIBUTION]
# Units are particles/(sr history)
# Polar angle minimum, maximum, polar bins:
#  0.00000E+00  1.80000E+02    45
# Azimuthal angle minimum, maximum, azimuthal bins:
#  0.00000E+00  3.60000E+02    18
#
# theta (deg) :  phi (deg) :     e-     : +-2sigma :   photons  : +-2sigma :     e+     : +-2sigma :
   3.40000E+01  3.00000E+01  1.82283E-02  2.988E-04  1.60571E-01  8.889E-04  6.70487E-03  1.811E-04
   3.40000E+01  5.00000E+01  1.81060E-02  2.977E-04  1.60713E-01  8.893E-04  6.70609E-03  1.811E-04
   3.40000E+01  7.00000E+01  1.80656E-02  2.974E-04  1.60995E-01  8.900E-04  6.59355E-03  1.796E-04
   3.40000E+01  9.00000E+01  1.80350E-02  2.972E-04  1.60420E-01  8.886E-04  6.59600E-03  1.796E-04
   3.40000E+01  1.10000E+02  1.82601E-02  2.990E-04  1.61306E-01  8.908E-04  6.50425E-03  1.784E-04
   3.40000E+01  1.30000E+02  1.81476E-02  2.980E-04  1.60557E-01  8.889E-04  6.54217E-03  1.789E-04
   3.40000E+01  1.50000E+02  1.82882E-02  2.992E-04  1.60943E-01  8.900E-04  6.53361E-03  1.788E-04
   3.40000E+01  1.70000E+02  1.78099E-02  2.952E-04  1.60749E-01  8.897E-04  6.79295E-03  1.823E-04
   3.40000E+01  1.90000E+02  1.80436E-02  2.973E-04  1.60535E-01  8.889E-04  6.47122E-03  1.779E-04
   3.40000E+01  2.10000E+02  1.82112E-02  2.985E-04  1.60610E-01  8.891E-04  6.52749E-03  1.787E-04
   3.40000E+01  2.30000E+02  1.78833E-02  2.959E-04  1.61727E-01  8.923E-04  6.47489E-03  1.780E-04
   3.40000E+01  2.50000E+02  1.79653E-02  2.966E-04  1.61339E-01  8.908E-04  6.64004E-03  1.802E-04
   3.40000E+01  2.70000E+02  1.82405E-02  2.989E-04  1.60393E-01  8.887E-04  6.43208E-03  1.774E-04
   3.40000E+01  2.90000E+02  1.81891E-02  2.984E-04  1.61274E-01  8.907E-04  6.45287E-03  1.777E-04
   3.40000E+01  3.10000E+02  1.80558E-02  2.973E-04  1.60771E-01  8.892E-04  6.64493E-03  1.803E-04
   3.40000E+01  3.30000E+02  1.81684E-02  2.982E-04  1.61422E-01  8.914E-04  6.43452E-03  1.774E-04
   3.40000E+01  3.50000E+02  1.78943E-02  2.959E-04  1.61185E-01  8.905E-04  6.62046E-03  1.800E-04

   3.80000E+01  1.00000E+01  1.38520E-02  2.482E-04  1.38033E-01  7.853E-04  4.77103E-03  1.456E-04
   3.80000E+01  3.00000E+01  1.39520E-02  2.491E-04  1.38645E-01  7.868E-04  4.76770E-03  1.456E-04
   3.80000E+01  5.00000E+01  1.34520E-02  2.446E-04  1.38183E-01  7.858E-04  4.92325E-03  1.479E-04
   3.80000E+01  7.00000E+01  1.35653E-02  2.455E-04  1.38681E-01  7.871E-04  4.98769E-03  1.489E-04
   3.80000E+01  9.00000E+01  1.35920E-02  2.459E-04  1.38365E-01  7.863E-04  4.74437E-03  1.452E-04
   3.80000E+01  1.10000E+02  1.35098E-02  2.451E-04  1.38422E-01  7.863E-04  4.79103E-03  1.459E-04
   3.80000E+01  1.30000E+02  1.37631E-02  2.474E-04  1.39042E-01  7.878E-04  4.76214E-03  1.455E-04
   3.80000E+01  1.50000E+02  1.37198E-02  2.471E-04  1.38335E-01  7.861E-04  4.87214E-03  1.471E-04
   3.80000E+01  1.70000E+02  1.39253E-02  2.488E-04  1.37963E-01  7.849E-04  4.85325E-03  1.469E-04
   3.80000E+01  1.90000E+02  1.37787E-02  2.475E-04  1.38518E-01  7.865E-04  4.77214E-03  1.456E-04
   3.80000E+01  2.10000E+02  1.36520E-02  2.464E-04  1.38279E-01  7.861E-04  4.78659E-03  1.458E-04
   3.80000E+01  2.30000E+02  1.37664E-02  2.473E-04  1.38461E-01  7.866E-04  4.81881E-03  1.463E-04
   3.80000E+01  2.50000E+02  1.35887E-02  2.458E-04  1.37660E-01  7.842E-04  4.92103E-03  1.479E-04
   3.80000E+01  2.70000E+02  1.37831E-02  2.475E-04  1.38232E-01  7.856E-04  4.77436E-03  1.457E-04
   3.80000E+01  2.90000E+02  1.37798E-02  2.475E-04  1.38264E-01  7.860E-04  4.60215E-03  1.430E-04
   3.80000E+01  3.10000E+02  1.37209E-02  2.471E-04  1.38411E-01  7.864E-04  4.80659E-03  1.462E-04
   3.80000E+01  3.30000E+02  1.38820E-02  2.484E-04  1.38445E-01  7.863E-04  4.84214E-03  1.467E-04
   3.80000E+01  3.50000E+02  1.38675E-02  2.483E-04  1.38131E-01  7.855E-04  4.94770E-03  1.483E-04

   4.20000E+01  1.00000E+01  1.03866E-02  2.061E-04  1.19959E-01  7.018E-04  3.48198E-03  1.193E-04
   4.20000E+01  3.00000E+01  1.06095E-02  2.084E-04  1.20038E-01  7.022E-04  3.51060E-03  1.198E-04
   4.20000E+01  5.00000E+01  1.05267E-02  2.075E-04  1.20478E-01  7.032E-04  3.68542E-03  1.228E-04
   4.20000E+01  7.00000E+01  1.03918E-02  2.062E-04  1.20458E-01  7.034E-04  3.62408E-03  1.217E-04
   4.20000E+01  9.00000E+01  1.06361E-02  2.087E-04  1.20643E-01  7.038E-04  3.55865E-03  1.206E-04
   4.20000E+01  1.10000E+02  1.06085E-02  2.083E-04  1.20826E-01  7.045E-04  3.61590E-03  1.216E-04
   4.20000E+01  1.30000E+02  1.06207E-02  2.084E-04  1.19926E-01  7.019E-04  3.66088E-03  1.223E-04
   4.20000E+01  1.50000E+02  1.03447E-02  2.057E-04  1.20059E-01  7.023E-04  3.60159E-03  1.214E-04
   4.20000E+01  1.70000E+02  1.04388E-02  2.066E-04  1.20420E-01  7.031E-04  3.50651E-03  1.197E-04
   4.20000E+01  1.90000E+02  1.04960E-02  2.072E-04  1.19509E-01  7.006E-04  3.50447E-03  1.197E-04
   4.20000E+01  2.10000E+02  1.07097E-02  2.093E-04  1.20019E-01  7.021E-04  3.63635E-03  1.219E-04
   4.20000E+01  2.30000E+02  1.05686E-02  2.079E-04  1.20300E-01  7.030E-04  3.52696E-03  1.201E-04
   4.20000E+01  2.50000E+02  1.04602E-02  2.069E-04  1.19760E-01  7.014E-04  3.52900E-03  1.201E-04
   4.20000E+01  2.70000E+02  1.04838E-02  2.070E-04  1.20431E-01  7.034E-04  3.64146E-03  1.220E-04
   4.20000E+01  2.90000E+02  1.05788E-02  2.081E-04  1.20305E-01  7.029E-04  3.52287E-03  1.200E-04
   4.20000E+01  3.10000E+02  1.05676E-02  2.080E-04  1.20484E-01  7.036E-04  3.60363E-03  1.214E-04
