#>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
# [SECTION REPORT EMERGING UPBOUND PARTICLES DISTRIBUTION]
# Units are particles/(eV history)
# Energy window (eV), energy bins:
#  0.00000E+00  4.05000E+04   200
#
# Energy (eV) :     e-     : +-2sigma :   photons  : +-2sigma :     e+     : +-2sigma :
   3.04762E+04  1.23457E-12  8.730E-13  5.86806E-09  6.980E-11  0.00000E+00  0.000E+00
   3.06788E+04  9.25926E-13  7.560E-13  5.80216E-09  6.958E-11  0.00000E+00  0.000E+00
   3.08812E+04  1.08025E-12  8.166E-13  5.75139E-09  6.931E-11  0.00000E+00  0.000E+00
   3.10838E+04  1.23457E-12  8.730E-13  5.68565E-09  6.929E-11  0.00000E+00  0.000E+00
   3.12862E+04  7.71605E-13  6.901E-13  5.63580E-09  6.905E-11  0.00000E+00  0.000E+00
   3.14888E+04  1.54321E-12  9.760E-13  5.51219E-09  6.827E-11  0.00000E+00  0.000E+00
   3.16912E+04  3.08642E-13  4.365E-13  5.43673E-09  6.796E-11  0.00000E+00  0.000E+00
   3.18938E+04  9.25926E-13  7.560E-13  5.39259E-09  6.799E-11  0.00000E+00  0.000E+00
   3.20962E+04  1.54321E-12  9.760E-13  5.24877E-09  6.706E-11  0.00000E+00  0.000E+00
   3.22988E+04  4.62963E-13  5.346E-13  5.19877E-09  6.695E-11  0.00000E+00  0.000E+00
   3.25012E+04  9.25926E-13  7.560E-13  5.11296E-09  6.638E-11  0.00000E+00  0.000E+00
   3.27038E+04  7.71605E-13  6.901E-13  5.05571E-09  6.612E-11  0.00000E+00  0.000E+00
   3.29062E+04  6.17284E-13  6.173E-13  4.87515E-09  6.507E-11  0.00000E+00  0.000E+00
   3.31088E+04  1.54321E-13  3.086E-13  4.85664E-09  6.507E-11  0.00000E+00  0.000E+00
   3.33112E+04  6.17284E-13  6.173E-13  4.72284E-09  6.426E-11  0.00000E+00  0.000E+00
   3.35138E+04  4.62963E-13  5.346E-13  4.61590E-09  6.372E-11  0.00000E+00  0.000E+00
   3.37162E+04  7.71605E-13  6.901E-13  4.52762E-09  6.325E-11  0.00000E+00  0.000E+00
   3.39188E+04  6.17284E-13  6.173E-13  4.45586E-09  6.280E-11  0.00000E+00  0.000E+00
   3.41212E+04  6.17284E-13  6.173E-13  4.31944E-09  6.180E-11  0.00000E+00  0.000E+00
   3.43238E+04  1.08025E-12  8.166E-13  4.29398E-09  6.209E-11  0.00000E+00  0.000E+00
   3.45262E+04  3.08642E-13  4.365E-13  4.15525E-09  6.097E-11  0.00000E+00  0.000E+00
   3.47288E+04  6.17284E-13  6.173E-13  3.99753E-09  6.005E-11  0.00000E+00  0.000E+00
   3.49312E+04  1.54321E-13  3.086E-13  3.90772E-09  5.943E-11  0.00000E+00  0.000E+00
   3.51338E+04  4.62963E-13  5.346E-13  3.80062E-09  5.865E-11  0.00000E+00  0.000E+00
   3.53362E+04  3.08642E-13  4.365E-13  3.63596E-09  5.752E-11  0.00000E+00  0.000E+00
   3.55388E+04  1.54321E-13  3.086E-13  3.55725E-09  5.689E-11  0.00000E+00  0.000E+00
   3.57412E+04  0.00000E+00  0.000E+00  3.43889E-09  5.609E-11  0.00000E+00  0.000E+00
   3.59438E+04  1.54321E-13  3.086E-13  3.31636E-09  5.533E-11  0.00000E+00  0.000E+00
   3.61462E+04  3.08642E-13  4.365E-13  3.18441E-09  5.415E-11  0.00000E+00  0.000E+00
   3.63488E+04  0.00000E+00  0.000E+00  3.00123E-09  5.260E-11  0.00000E+00  0.000E+00
   3.65512E+04  1.54321E-13  3.086E-13  2.90355E-09  5.193E-11  0.00000E+00  0.000E+00
   3.67538E+04  1.54321E-13  3.086E-13  2.82006E-09  5.133E-11  0.00000E+00  0.000E+00
   3.69562E+04  3.08642E-13  4.365E-13  2.63333E-09  4.972E-11  0.00000E+00  0.000E+00
   3.71588E+04  3.08642E-13  4.365E-13  2.52593E-09  4.875E-11  0.00000E+00  0.000E+00
   3.73612E+04  1.54321E-13  3.086E-13  2.39676E-09  4.762E-11  0.00000E+00  0.000E+00
   3.75638E+04  0.00000E+00  0.000E+00  2.25355E-09  4.628E-11  0.00000E+00  0.000E+00
   3.77662E+04  0.00000E+00  0.000E+00  2.06667E-09  4.435E-11  0.00000E+00  0.000E+00
   3.79688E+04  0.00000E+00  0.000E+00  1.94599E-09  4.312E-11  0.00000E+00  0.000E+00
