#>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
# [SECTION REPORT EMERGING DOWNBOUND PARTICLES DISTRIBUTION]
# Units are particles/(eV history)
# Energy minimum, maximum, energy bins:
#  0.00000E+00  4.05000E+04   200
#
# Energy (eV) :     e-     : +-2sigma :   photons  : +-2sigma :     e+     : +-2sigma :
   3.35138E+04  1.63663E-05  5.676E-08  5.28395E-09  1.022E-09  0.00000E+00  0.000E+00
   3.37162E+04  1.64191E-05  5.686E-08  5.18519E-09  1.012E-09  0.00000E+00  0.000E+00
   3.39188E+04  1.64368E-05  5.689E-08  4.79012E-09  9.727E-10  0.00000E+00  0.000E+00
   3.41212E+04  1.64182E-05  5.685E-08  4.74074E-09  9.677E-10  0.00000E+00  0.000E+00
   3.43238E+04  1.64476E-05  5.690E-08  5.33333E-09  1.026E-09  0.00000E+00  0.000E+00
   3.45262E+04  1.64117E-05  5.684E-08  3.90123E-09  8.778E-10  0.00000E+00  0.000E+00
   3.47288E+04  1.63511E-05  5.674E-08  3.90123E-09  8.778E-10  0.00000E+00  0.000E+00
   3.49312E+04  1.63295E-05  5.670E-08  3.11111E-09  7.839E-10  0.00000E+00  0.000E+00
   3.51338E+04  1.62575E-05  5.658E-08  3.80247E-09  8.667E-10  0.00000E+00  0.000E+00
   3.53362E+04  1.60812E-05  5.627E-08  3.40741E-09  8.204E-10  0.00000E+00  0.000E+00
   3.55388E+04  1.60279E-05  5.618E-08  3.40741E-09  8.204E-10  0.00000E+00  0.000E+00
   3.57412E+04  1.59120E-05  5.597E-08  3.01235E-09  7.714E-10  0.00000E+00  0.000E+00
   3.59438E+04  1.58074E-05  5.579E-08  3.06173E-09  7.777E-10  0.00000E+00  0.000E+00
   3.61462E+04  1.55799E-05  5.539E-08  2.76543E-09  7.391E-10  0.00000E+00  0.000E+00
   3.63488E+04  1.54105E-05  5.509E-08  2.66667E-09  7.258E-10  0.00000E+00  0.000E+00
   3.65512E+04  1.51457E-05  5.461E-08  2.37037E-09  6.843E-10  0.00000E+00  0.000E+00
   3.67538E+04  1.49114E-05  5.419E-08  2.56790E-09  7.122E-10  0.00000E+00  0.000E+00
   3.69562E+04  1.46908E-05  5.379E-08  2.61728E-09  7.190E-10  0.00000E+00  0.000E+00
   3.71588E+04  1.43104E-05  5.309E-08  1.82716E-09  6.008E-10  0.00000E+00  0.000E+00
   3.73612E+04  1.39378E-05  5.240E-08  1.23457E-09  4.938E-10  0.00000E+00  0.000E+00
   3.75638E+04  1.36234E-05  5.180E-08  2.12346E-09  6.476E-10  0.00000E+00  0.000E+00
   3.77662E+04  1.32400E-05  5.107E-08  1.48148E-09  5.410E-10  0.00000E+00  0.000E+00
   3.79688E+04  1.28435E-05  5.030E-08  1.38272E-09  5.226E-10  0.00000E+00  0.000E+00
   3.81712E+04  1.23789E-05  4.939E-08  1.03704E-09  4.526E-10  0.00000E+00  0.000E+00
   3.83738E+04  1.19042E-05  4.843E-08  7.90123E-10  3.951E-10  0.00000E+00  0.000E+00
   3.85762E+04  1.14706E-05  4.755E-08  1.08642E-09  4.633E-10  0.00000E+00  0.000E+00
   3.87788E+04  1.09661E-05  4.649E-08  9.87654E-10  4.417E-10  0.00000E+00  0.000E+00
   3.89812E+04  1.04771E-05  4.544E-08  6.91358E-10  3.695E-10  0.00000E+00  0.000E+00
   3.91838E+04  9.99640E-06  4.439E-08  5.92593E-10  3.421E-10  0.00000E+00  0.000E+00
   3.93862E+04  9.59259E-06  4.349E-08  7.90123E-10  3.951E-10  0.00000E+00  0.000E+00
   3.95888E+04  9.25827E-06  4.272E-08  3.45679E-10  2.613E-10  0.00000E+00  0.000E+00
   3.97912E+04  8.78074E-06  4.161E-08  1.48148E-10  1.711E-10  0.00000E+00  0.000E+00
   3.99938E+04  9.21067E-06  4.261E-08  9.87654E-11  1.397E-10  0.00000E+00  0.000E+00
   4.01962E+04  0.00000E+00  0.000E+00  0.00000E+00  0.000E+00  0.00000E+00  0.000E+00
   4.03988E+04  0.00000E+00  0.000E+00  0.00000E+00  0.000E+00  0.00000E+00  0.000E+00
